Training: 2023-05-04 13:56:23,311-rank_id: 0
Training: 2023-05-05 00:24:16,047-Speed 3892.26 samples/sec  Loss 4.2599  LearningRate 0.0036  ProxyLR: 0.1824  Epoch: 21  Global Step: 122950   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:24:18,676-Speed 3895.27 samples/sec  Loss 4.2771  LearningRate 0.0036  ProxyLR: 0.1822  Epoch: 21  Global Step: 122960   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:24:21,304-Speed 3898.30 samples/sec  Loss 4.3041  LearningRate 0.0036  ProxyLR: 0.1821  Epoch: 21  Global Step: 122970   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:24:23,934-Speed 3894.55 samples/sec  Loss 4.3755  LearningRate 0.0036  ProxyLR: 0.1819  Epoch: 21  Global Step: 122980   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:24:26,566-Speed 3891.22 samples/sec  Loss 4.3112  LearningRate 0.0036  ProxyLR: 0.1817  Epoch: 21  Global Step: 122990   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:24:29,197-Speed 3893.37 samples/sec  Loss 4.3491  LearningRate 0.0036  ProxyLR: 0.1815  Epoch: 21  Global Step: 123000   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:24:31,827-Speed 3895.80 samples/sec  Loss 4.3065  LearningRate 0.0036  ProxyLR: 0.1813  Epoch: 21  Global Step: 123010   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:24:34,455-Speed 3897.13 samples/sec  Loss 4.3220  LearningRate 0.0036  ProxyLR: 0.1811  Epoch: 21  Global Step: 123020   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:24:37,072-Speed 3914.35 samples/sec  Loss 4.2728  LearningRate 0.0036  ProxyLR: 0.1809  Epoch: 21  Global Step: 123030   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:24:39,701-Speed 3895.39 samples/sec  Loss 4.2882  LearningRate 0.0036  ProxyLR: 0.1807  Epoch: 21  Global Step: 123040   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:24:42,328-Speed 3898.65 samples/sec  Loss 4.2282  LearningRate 0.0036  ProxyLR: 0.1805  Epoch: 21  Global Step: 123050   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:24:44,956-Speed 3897.67 samples/sec  Loss 4.3459  LearningRate 0.0036  ProxyLR: 0.1804  Epoch: 21  Global Step: 123060   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:24:47,583-Speed 3899.37 samples/sec  Loss 4.2710  LearningRate 0.0036  ProxyLR: 0.1802  Epoch: 21  Global Step: 123070   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:24:50,210-Speed 3898.24 samples/sec  Loss 4.3196  LearningRate 0.0036  ProxyLR: 0.1800  Epoch: 21  Global Step: 123080   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:24:52,839-Speed 3895.94 samples/sec  Loss 4.2622  LearningRate 0.0036  ProxyLR: 0.1798  Epoch: 21  Global Step: 123090   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:24:55,467-Speed 3898.33 samples/sec  Loss 4.2711  LearningRate 0.0036  ProxyLR: 0.1796  Epoch: 21  Global Step: 123100   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:24:58,094-Speed 3898.08 samples/sec  Loss 4.3032  LearningRate 0.0036  ProxyLR: 0.1794  Epoch: 21  Global Step: 123110   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:25:00,722-Speed 3897.79 samples/sec  Loss 4.3007  LearningRate 0.0036  ProxyLR: 0.1792  Epoch: 21  Global Step: 123120   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:25:03,338-Speed 3915.67 samples/sec  Loss 4.2799  LearningRate 0.0036  ProxyLR: 0.1790  Epoch: 21  Global Step: 123130   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:25:05,966-Speed 3897.76 samples/sec  Loss 4.2152  LearningRate 0.0036  ProxyLR: 0.1788  Epoch: 21  Global Step: 123140   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:25:08,593-Speed 3898.22 samples/sec  Loss 4.3730  LearningRate 0.0036  ProxyLR: 0.1787  Epoch: 21  Global Step: 123150   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:25:11,219-Speed 3900.23 samples/sec  Loss 4.2651  LearningRate 0.0036  ProxyLR: 0.1785  Epoch: 21  Global Step: 123160   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:25:13,844-Speed 3902.36 samples/sec  Loss 4.2299  LearningRate 0.0036  ProxyLR: 0.1783  Epoch: 21  Global Step: 123170   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:25:16,470-Speed 3900.46 samples/sec  Loss 4.2570  LearningRate 0.0036  ProxyLR: 0.1781  Epoch: 21  Global Step: 123180   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:25:19,095-Speed 3901.43 samples/sec  Loss 4.3440  LearningRate 0.0036  ProxyLR: 0.1779  Epoch: 21  Global Step: 123190   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:25:21,720-Speed 3902.43 samples/sec  Loss 4.1853  LearningRate 0.0036  ProxyLR: 0.1777  Epoch: 21  Global Step: 123200   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:25:24,345-Speed 3902.45 samples/sec  Loss 4.2572  LearningRate 0.0036  ProxyLR: 0.1775  Epoch: 21  Global Step: 123210   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:25:26,970-Speed 3901.45 samples/sec  Loss 4.2281  LearningRate 0.0035  ProxyLR: 0.1773  Epoch: 21  Global Step: 123220   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:25:29,582-Speed 3921.51 samples/sec  Loss 4.2514  LearningRate 0.0035  ProxyLR: 0.1772  Epoch: 21  Global Step: 123230   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:25:32,209-Speed 3899.63 samples/sec  Loss 4.2507  LearningRate 0.0035  ProxyLR: 0.1770  Epoch: 21  Global Step: 123240   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:25:34,834-Speed 3901.83 samples/sec  Loss 4.2024  LearningRate 0.0035  ProxyLR: 0.1768  Epoch: 21  Global Step: 123250   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:25:37,446-Speed 3921.56 samples/sec  Loss 4.2940  LearningRate 0.0035  ProxyLR: 0.1766  Epoch: 21  Global Step: 123260   Fp16 Grad Scale: 131072  Required: 2 hours
Training: 2023-05-05 00:25:40,072-Speed 3900.26 samples/sec  Loss 4.2766  LearningRate 0.0035  ProxyLR: 0.1764  Epoch: 21  Global Step: 123270   Fp16 Grad Scale: 131072  Required: 2 hours
Training: 2023-05-05 00:25:42,698-Speed 3900.24 samples/sec  Loss 4.3616  LearningRate 0.0035  ProxyLR: 0.1762  Epoch: 21  Global Step: 123280   Fp16 Grad Scale: 131072  Required: 2 hours
Training: 2023-05-05 00:25:45,324-Speed 3899.78 samples/sec  Loss 4.3550  LearningRate 0.0035  ProxyLR: 0.1760  Epoch: 21  Global Step: 123290   Fp16 Grad Scale: 131072  Required: 2 hours
Training: 2023-05-05 00:25:47,951-Speed 3900.15 samples/sec  Loss 4.3527  LearningRate 0.0035  ProxyLR: 0.1758  Epoch: 21  Global Step: 123300   Fp16 Grad Scale: 131072  Required: 2 hours
Training: 2023-05-05 00:25:50,577-Speed 3899.51 samples/sec  Loss 4.3071  LearningRate 0.0035  ProxyLR: 0.1757  Epoch: 21  Global Step: 123310   Fp16 Grad Scale: 131072  Required: 2 hours
Training: 2023-05-05 00:25:53,206-Speed 3896.44 samples/sec  Loss 4.2728  LearningRate 0.0035  ProxyLR: 0.1755  Epoch: 21  Global Step: 123320   Fp16 Grad Scale: 131072  Required: 2 hours
Training: 2023-05-05 00:25:55,837-Speed 3892.60 samples/sec  Loss 4.3160  LearningRate 0.0035  ProxyLR: 0.1753  Epoch: 21  Global Step: 123330   Fp16 Grad Scale: 131072  Required: 2 hours
Training: 2023-05-05 00:25:58,468-Speed 3893.38 samples/sec  Loss 4.2281  LearningRate 0.0035  ProxyLR: 0.1751  Epoch: 21  Global Step: 123340   Fp16 Grad Scale: 131072  Required: 2 hours
Training: 2023-05-05 00:26:01,099-Speed 3893.91 samples/sec  Loss 4.3319  LearningRate 0.0035  ProxyLR: 0.1749  Epoch: 21  Global Step: 123350   Fp16 Grad Scale: 131072  Required: 2 hours
Training: 2023-05-05 00:26:03,729-Speed 3894.03 samples/sec  Loss 4.2866  LearningRate 0.0035  ProxyLR: 0.1747  Epoch: 21  Global Step: 123360   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:26:06,358-Speed 3895.57 samples/sec  Loss 4.3053  LearningRate 0.0035  ProxyLR: 0.1745  Epoch: 21  Global Step: 123370   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:26:08,987-Speed 3896.14 samples/sec  Loss 4.2512  LearningRate 0.0035  ProxyLR: 0.1744  Epoch: 21  Global Step: 123380   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:26:11,618-Speed 3893.41 samples/sec  Loss 4.3568  LearningRate 0.0035  ProxyLR: 0.1742  Epoch: 21  Global Step: 123390   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:26:14,247-Speed 3895.82 samples/sec  Loss 4.2846  LearningRate 0.0035  ProxyLR: 0.1740  Epoch: 21  Global Step: 123400   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:26:16,875-Speed 3898.02 samples/sec  Loss 4.2267  LearningRate 0.0035  ProxyLR: 0.1738  Epoch: 21  Global Step: 123410   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:26:19,504-Speed 3896.11 samples/sec  Loss 4.3366  LearningRate 0.0035  ProxyLR: 0.1736  Epoch: 21  Global Step: 123420   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:26:22,133-Speed 3895.34 samples/sec  Loss 4.3877  LearningRate 0.0035  ProxyLR: 0.1734  Epoch: 21  Global Step: 123430   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:26:24,763-Speed 3895.27 samples/sec  Loss 4.2106  LearningRate 0.0035  ProxyLR: 0.1732  Epoch: 21  Global Step: 123440   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:26:27,392-Speed 3895.62 samples/sec  Loss 4.3163  LearningRate 0.0035  ProxyLR: 0.1731  Epoch: 21  Global Step: 123450   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:26:30,009-Speed 3914.29 samples/sec  Loss 4.2834  LearningRate 0.0035  ProxyLR: 0.1729  Epoch: 21  Global Step: 123460   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:26:32,639-Speed 3894.79 samples/sec  Loss 4.1884  LearningRate 0.0035  ProxyLR: 0.1727  Epoch: 21  Global Step: 123470   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:26:35,266-Speed 3898.48 samples/sec  Loss 4.2506  LearningRate 0.0035  ProxyLR: 0.1725  Epoch: 21  Global Step: 123480   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:26:37,894-Speed 3897.40 samples/sec  Loss 4.3502  LearningRate 0.0034  ProxyLR: 0.1723  Epoch: 21  Global Step: 123490   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:26:40,526-Speed 3891.85 samples/sec  Loss 4.3124  LearningRate 0.0034  ProxyLR: 0.1721  Epoch: 21  Global Step: 123500   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:26:43,155-Speed 3896.20 samples/sec  Loss 4.2793  LearningRate 0.0034  ProxyLR: 0.1719  Epoch: 21  Global Step: 123510   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:26:45,784-Speed 3896.11 samples/sec  Loss 4.2376  LearningRate 0.0034  ProxyLR: 0.1718  Epoch: 21  Global Step: 123520   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:26:48,417-Speed 3889.16 samples/sec  Loss 4.3143  LearningRate 0.0034  ProxyLR: 0.1716  Epoch: 21  Global Step: 123530   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:26:51,050-Speed 3890.63 samples/sec  Loss 4.2933  LearningRate 0.0034  ProxyLR: 0.1714  Epoch: 21  Global Step: 123540   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:26:53,682-Speed 3892.51 samples/sec  Loss 4.3277  LearningRate 0.0034  ProxyLR: 0.1712  Epoch: 21  Global Step: 123550   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:26:56,311-Speed 3895.99 samples/sec  Loss 4.3175  LearningRate 0.0034  ProxyLR: 0.1710  Epoch: 21  Global Step: 123560   Fp16 Grad Scale: 524288  Required: 2 hours
Training: 2023-05-05 00:26:58,926-Speed 3915.68 samples/sec  Loss 4.1934  LearningRate 0.0034  ProxyLR: 0.1708  Epoch: 21  Global Step: 123570   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:27:01,555-Speed 3896.49 samples/sec  Loss 4.2453  LearningRate 0.0034  ProxyLR: 0.1707  Epoch: 21  Global Step: 123580   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:27:04,185-Speed 3894.52 samples/sec  Loss 4.2402  LearningRate 0.0034  ProxyLR: 0.1705  Epoch: 21  Global Step: 123590   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:27:06,814-Speed 3896.92 samples/sec  Loss 4.2593  LearningRate 0.0034  ProxyLR: 0.1703  Epoch: 21  Global Step: 123600   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:27:09,444-Speed 3894.27 samples/sec  Loss 4.1708  LearningRate 0.0034  ProxyLR: 0.1701  Epoch: 21  Global Step: 123610   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:27:12,073-Speed 3895.68 samples/sec  Loss 4.2218  LearningRate 0.0034  ProxyLR: 0.1699  Epoch: 21  Global Step: 123620   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:27:14,702-Speed 3896.68 samples/sec  Loss 4.2556  LearningRate 0.0034  ProxyLR: 0.1697  Epoch: 21  Global Step: 123630   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:27:17,335-Speed 3890.38 samples/sec  Loss 4.1939  LearningRate 0.0034  ProxyLR: 0.1696  Epoch: 21  Global Step: 123640   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:27:19,967-Speed 3891.39 samples/sec  Loss 4.2202  LearningRate 0.0034  ProxyLR: 0.1694  Epoch: 21  Global Step: 123650   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:27:22,601-Speed 3887.59 samples/sec  Loss 4.2566  LearningRate 0.0034  ProxyLR: 0.1692  Epoch: 21  Global Step: 123660   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:27:25,225-Speed 3904.77 samples/sec  Loss 4.2168  LearningRate 0.0034  ProxyLR: 0.1690  Epoch: 21  Global Step: 123670   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:27:27,860-Speed 3886.95 samples/sec  Loss 4.2467  LearningRate 0.0034  ProxyLR: 0.1688  Epoch: 21  Global Step: 123680   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:27:30,498-Speed 3882.39 samples/sec  Loss 4.2261  LearningRate 0.0034  ProxyLR: 0.1686  Epoch: 21  Global Step: 123690   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:27:33,134-Speed 3885.58 samples/sec  Loss 4.2397  LearningRate 0.0034  ProxyLR: 0.1685  Epoch: 21  Global Step: 123700   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:27:35,771-Speed 3883.63 samples/sec  Loss 4.2070  LearningRate 0.0034  ProxyLR: 0.1683  Epoch: 21  Global Step: 123710   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:27:38,408-Speed 3884.80 samples/sec  Loss 4.1973  LearningRate 0.0034  ProxyLR: 0.1681  Epoch: 21  Global Step: 123720   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:27:41,043-Speed 3886.35 samples/sec  Loss 4.1996  LearningRate 0.0034  ProxyLR: 0.1679  Epoch: 21  Global Step: 123730   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:27:43,679-Speed 3886.73 samples/sec  Loss 4.1900  LearningRate 0.0034  ProxyLR: 0.1677  Epoch: 21  Global Step: 123740   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:27:46,314-Speed 3887.11 samples/sec  Loss 4.2270  LearningRate 0.0034  ProxyLR: 0.1675  Epoch: 21  Global Step: 123750   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:27:48,935-Speed 3908.08 samples/sec  Loss 4.2317  LearningRate 0.0033  ProxyLR: 0.1674  Epoch: 21  Global Step: 123760   Fp16 Grad Scale: 131072  Required: 2 hours
Training: 2023-05-05 00:27:51,571-Speed 3885.83 samples/sec  Loss 4.2520  LearningRate 0.0033  ProxyLR: 0.1672  Epoch: 21  Global Step: 123770   Fp16 Grad Scale: 131072  Required: 2 hours
Training: 2023-05-05 00:27:54,207-Speed 3885.51 samples/sec  Loss 4.2836  LearningRate 0.0033  ProxyLR: 0.1670  Epoch: 21  Global Step: 123780   Fp16 Grad Scale: 131072  Required: 2 hours
Training: 2023-05-05 00:27:56,842-Speed 3887.63 samples/sec  Loss 4.2046  LearningRate 0.0033  ProxyLR: 0.1668  Epoch: 21  Global Step: 123790   Fp16 Grad Scale: 131072  Required: 2 hours
Training: 2023-05-05 00:27:59,477-Speed 3886.49 samples/sec  Loss 4.1843  LearningRate 0.0033  ProxyLR: 0.1666  Epoch: 21  Global Step: 123800   Fp16 Grad Scale: 131072  Required: 2 hours
Training: 2023-05-05 00:28:02,113-Speed 3886.27 samples/sec  Loss 4.1961  LearningRate 0.0033  ProxyLR: 0.1665  Epoch: 21  Global Step: 123810   Fp16 Grad Scale: 131072  Required: 2 hours
Training: 2023-05-05 00:28:04,750-Speed 3884.24 samples/sec  Loss 4.2589  LearningRate 0.0033  ProxyLR: 0.1663  Epoch: 21  Global Step: 123820   Fp16 Grad Scale: 131072  Required: 2 hours
Training: 2023-05-05 00:28:07,383-Speed 3889.30 samples/sec  Loss 4.2885  LearningRate 0.0033  ProxyLR: 0.1661  Epoch: 21  Global Step: 123830   Fp16 Grad Scale: 131072  Required: 2 hours
Training: 2023-05-05 00:28:10,016-Speed 3890.15 samples/sec  Loss 4.2760  LearningRate 0.0033  ProxyLR: 0.1659  Epoch: 21  Global Step: 123840   Fp16 Grad Scale: 131072  Required: 2 hours
Training: 2023-05-05 00:28:12,651-Speed 3887.84 samples/sec  Loss 4.1700  LearningRate 0.0033  ProxyLR: 0.1657  Epoch: 21  Global Step: 123850   Fp16 Grad Scale: 131072  Required: 2 hours
Training: 2023-05-05 00:28:15,286-Speed 3887.47 samples/sec  Loss 4.3268  LearningRate 0.0033  ProxyLR: 0.1656  Epoch: 21  Global Step: 123860   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:28:17,921-Speed 3887.59 samples/sec  Loss 4.2694  LearningRate 0.0033  ProxyLR: 0.1654  Epoch: 21  Global Step: 123870   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:28:20,557-Speed 3885.62 samples/sec  Loss 4.2031  LearningRate 0.0033  ProxyLR: 0.1652  Epoch: 21  Global Step: 123880   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:28:23,191-Speed 3888.30 samples/sec  Loss 4.2152  LearningRate 0.0033  ProxyLR: 0.1650  Epoch: 21  Global Step: 123890   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:28:25,825-Speed 3888.25 samples/sec  Loss 4.3331  LearningRate 0.0033  ProxyLR: 0.1648  Epoch: 21  Global Step: 123900   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:28:28,459-Speed 3888.44 samples/sec  Loss 4.2665  LearningRate 0.0033  ProxyLR: 0.1646  Epoch: 21  Global Step: 123910   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:28:31,090-Speed 3893.10 samples/sec  Loss 4.2220  LearningRate 0.0033  ProxyLR: 0.1645  Epoch: 21  Global Step: 123920   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:28:33,710-Speed 3910.17 samples/sec  Loss 4.2367  LearningRate 0.0033  ProxyLR: 0.1643  Epoch: 21  Global Step: 123930   Fp16 Grad Scale: 131072  Required: 2 hours
Training: 2023-05-05 00:28:36,342-Speed 3891.54 samples/sec  Loss 4.2749  LearningRate 0.0033  ProxyLR: 0.1641  Epoch: 21  Global Step: 123940   Fp16 Grad Scale: 131072  Required: 2 hours
Training: 2023-05-05 00:28:38,974-Speed 3890.49 samples/sec  Loss 4.2731  LearningRate 0.0033  ProxyLR: 0.1639  Epoch: 21  Global Step: 123950   Fp16 Grad Scale: 131072  Required: 2 hours
Training: 2023-05-05 00:28:41,608-Speed 3889.12 samples/sec  Loss 4.2208  LearningRate 0.0033  ProxyLR: 0.1637  Epoch: 21  Global Step: 123960   Fp16 Grad Scale: 131072  Required: 2 hours
Training: 2023-05-05 00:28:44,241-Speed 3890.12 samples/sec  Loss 4.2984  LearningRate 0.0033  ProxyLR: 0.1636  Epoch: 21  Global Step: 123970   Fp16 Grad Scale: 131072  Required: 2 hours
Training: 2023-05-05 00:28:46,873-Speed 3891.23 samples/sec  Loss 4.2258  LearningRate 0.0033  ProxyLR: 0.1634  Epoch: 21  Global Step: 123980   Fp16 Grad Scale: 131072  Required: 2 hours
Training: 2023-05-05 00:28:49,506-Speed 3891.39 samples/sec  Loss 4.3047  LearningRate 0.0033  ProxyLR: 0.1632  Epoch: 21  Global Step: 123990   Fp16 Grad Scale: 131072  Required: 2 hours
Training: 2023-05-05 00:28:52,138-Speed 3891.22 samples/sec  Loss 4.2106  LearningRate 0.0033  ProxyLR: 0.1630  Epoch: 21  Global Step: 124000   Fp16 Grad Scale: 131072  Required: 2 hours
Training: 2023-05-05 00:29:41,337-[lfw][124000]XNorm: 22.050525
Training: 2023-05-05 00:29:41,337-[lfw][124000]Accuracy-Flip: 0.99733+-0.00238
Training: 2023-05-05 00:29:41,337-[lfw][124000]Accuracy-Highest: 0.99783
Training: 2023-05-05 00:29:41,337-[lfw][124000]TPR@1stNon-Zero-FPR of 0.00033: 0.99567
Training: 2023-05-05 00:29:41,337-[lfw][124000]Highest TPR@FPR: 0.99667
Training: 2023-05-05 00:30:37,984-[cfp_fp][124000]XNorm: 21.751093
Training: 2023-05-05 00:30:37,984-[cfp_fp][124000]Accuracy-Flip: 0.98529+-0.00511
Training: 2023-05-05 00:30:37,984-[cfp_fp][124000]Accuracy-Highest: 0.98529
Training: 2023-05-05 00:30:37,984-[cfp_fp][124000]TPR@1stNon-Zero-FPR of 0.00029: 0.89200
Training: 2023-05-05 00:30:37,984-[cfp_fp][124000]Highest TPR@FPR: 0.90657
Training: 2023-05-05 00:31:27,281-[agedb_30][124000]XNorm: 22.212883
Training: 2023-05-05 00:31:27,281-[agedb_30][124000]Accuracy-Flip: 0.97483+-0.00736
Training: 2023-05-05 00:31:27,281-[agedb_30][124000]Accuracy-Highest: 0.97483
Training: 2023-05-05 00:31:27,282-[agedb_30][124000]TPR@1stNon-Zero-FPR of 0.00033: 0.86333
Training: 2023-05-05 00:31:27,282-[agedb_30][124000]Highest TPR@FPR: 0.88033
Training: 2023-05-05 00:32:17,953-[calfw][124000]XNorm: 22.209118
Training: 2023-05-05 00:32:17,953-[calfw][124000]Accuracy-Flip: 0.95717+-0.01229
Training: 2023-05-05 00:32:17,953-[calfw][124000]Accuracy-Highest: 0.95867
Training: 2023-05-05 00:32:17,954-[calfw][124000]TPR@1stNon-Zero-FPR of 0.00033: 0.83233
Training: 2023-05-05 00:32:17,954-[calfw][124000]Highest TPR@FPR: 0.85533
Training: 2023-05-05 00:33:08,746-[cplfw][124000]XNorm: 21.147447
Training: 2023-05-05 00:33:08,746-[cplfw][124000]Accuracy-Flip: 0.92933+-0.01205
Training: 2023-05-05 00:33:08,746-[cplfw][124000]Accuracy-Highest: 0.92933
Training: 2023-05-05 00:33:08,746-[cplfw][124000]TPR@1stNon-Zero-FPR of 0.00033: 0.13267
Training: 2023-05-05 00:33:08,746-[cplfw][124000]Highest TPR@FPR: 0.13267
Training: 2023-05-05 00:33:16,507-Speed 38.73 samples/sec  Loss 4.2089  LearningRate 0.0033  ProxyLR: 0.1628  Epoch: 21  Global Step: 124010   Fp16 Grad Scale: 131072  Required: 2 hours
Training: 2023-05-05 00:33:19,130-Speed 3905.29 samples/sec  Loss 4.2370  LearningRate 0.0033  ProxyLR: 0.1627  Epoch: 21  Global Step: 124020   Fp16 Grad Scale: 131072  Required: 2 hours
Training: 2023-05-05 00:33:21,753-Speed 3904.50 samples/sec  Loss 4.1738  LearningRate 0.0032  ProxyLR: 0.1625  Epoch: 21  Global Step: 124030   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:33:24,377-Speed 3903.41 samples/sec  Loss 4.1573  LearningRate 0.0032  ProxyLR: 0.1623  Epoch: 21  Global Step: 124040   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:33:27,002-Speed 3903.32 samples/sec  Loss 4.1096  LearningRate 0.0032  ProxyLR: 0.1621  Epoch: 21  Global Step: 124050   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:33:29,630-Speed 3898.27 samples/sec  Loss 4.2055  LearningRate 0.0032  ProxyLR: 0.1620  Epoch: 21  Global Step: 124060   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:33:32,257-Speed 3898.99 samples/sec  Loss 4.2046  LearningRate 0.0032  ProxyLR: 0.1618  Epoch: 21  Global Step: 124070   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:33:34,885-Speed 3897.31 samples/sec  Loss 4.1639  LearningRate 0.0032  ProxyLR: 0.1616  Epoch: 21  Global Step: 124080   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:33:37,514-Speed 3896.76 samples/sec  Loss 4.2109  LearningRate 0.0032  ProxyLR: 0.1614  Epoch: 21  Global Step: 124090   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:33:40,141-Speed 3898.31 samples/sec  Loss 4.2391  LearningRate 0.0032  ProxyLR: 0.1612  Epoch: 21  Global Step: 124100   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:33:42,771-Speed 3894.51 samples/sec  Loss 4.2366  LearningRate 0.0032  ProxyLR: 0.1611  Epoch: 21  Global Step: 124110   Fp16 Grad Scale: 262144  Required: 2 hours
